abilities,number of ability,against,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,basic,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Sturdy', 'Overcoat']",2,,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,465,90,5120,70,465,75,Bagworm Pokémon,140,1000000,1.2,75,Forretress,50,205,60,60,40,bug,steel,125.8,2,0
"['Serene Grace', 'Run Away', 'Rattled']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,415,70,5120,70,415,190,Land Snake Pokémon,70,1000000,1.5,100,Dunsparce,50,206,65,65,45,normal,,14,2,0
"['Hyper Cutter', 'Sand Veil', 'Immunity']",3,,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,430,75,5120,70,430,60,Flyscorpion Pokémon,105,1059860,1.1,65,Gligar,50,207,35,65,85,ground,flying,64.8,2,0
"['Rock Head', 'Sturdy', 'Sheer Force']",3,,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,610,125,6400,70,610,25,Iron Snake Pokémon,230,1000000,9.2,75,Steelix,50,208,55,95,30,steel,ground,400,2,0
"['Intimidate', 'Run Away', 'Rattled']",3,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,300,80,5120,70,300,190,Fairy Pokémon,50,800000,0.6,60,Snubbull,24.6,209,40,40,30,fairy,,7.8,2,0
"['Intimidate', 'Quick Feet', 'Rattled']",3,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,450,120,5120,70,450,75,Fairy Pokémon,75,800000,1.4,90,Granbull,24.6,210,60,60,45,fairy,,48.7,2,0
"['Poison Point', 'Swift Swim', 'Intimidate']",3,,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,440,95,5120,70,440,45,Balloon Pokémon,85,1000000,0.5,65,Qwilfish,50,211,55,55,85,water,poison,3.9,2,0
"['Swarm', 'Technician', 'Light Metal']",3,,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,600,150,6400,70,600,25,Pincer Pokémon,140,1000000,1.8,70,Scizor,50,212,65,100,75,bug,steel,118,2,0
"['Sturdy', 'Gluttony', 'Contrary']",3,,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,505,10,5120,70,505,190,Mold Pokémon,230,1059860,0.6,20,Shuckle,50,213,10,230,5,bug,rock,20.5,2,0
"['Swarm', 'Guts', 'Moxie']",3,,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,600,185,6400,70,600,45,Singlehorn Pokémon,115,1250000,1.5,80,Heracross,50,214,40,105,75,bug,fighting,54,2,0
"['Inner Focus', 'Keen Eye', 'Pickpocket']",3,,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,430,95,5120,35,430,60,Sharp Claw Pokémon,55,1059860,0.9,55,Sneasel,50,215,35,75,115,dark,ice,28,2,0
"['Pickup', 'Quick Feet', 'Honey Gather']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,330,80,5120,70,330,120,Little Bear Pokémon,50,1000000,0.6,60,Teddiursa,50,216,50,50,40,normal,,8.8,2,0
"['Guts', 'Quick Feet', 'Unnerve']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,500,130,5120,70,500,60,Hibernator Pokémon,75,1000000,1.8,90,Ursaring,50,217,75,75,55,normal,,125.8,2,0
"['Magma Armor', 'Flame Body', 'Weak Armor']",3,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,250,40,5120,70,250,190,Lava Pokémon,40,1000000,0.7,40,Slugma,50,218,70,40,20,fire,,35,2,0
"['Magma Armor', 'Flame Body', 'Weak Armor']",3,,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,430,50,5120,70,430,75,Lava Pokémon,120,1000000,0.8,60,Magcargo,50,219,90,80,30,fire,rock,55,2,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",3,,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,250,50,5120,70,250,225,Pig Pokémon,40,1250000,0.4,50,Swinub,50,220,30,30,50,ice,ground,6.5,2,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",3,,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,450,100,5120,70,450,75,Swine Pokémon,80,1250000,1.1,100,Piloswine,50,221,60,60,50,ice,ground,55.8,2,0
"['Hustle', 'Natural Cure', 'Regenerator']",3,,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,410,55,5120,70,410,60,Coral Pokémon,95,800000,0.6,65,Corsola,24.6,222,65,95,35,water,rock,5,2,0
"['Hustle', 'Sniper', 'Moody']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,300,65,5120,70,300,190,Jet Pokémon,35,1000000,0.6,35,Remoraid,50,223,65,35,65,water,,12,2,0
"['Suction Cups', 'Sniper', 'Moody']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,480,105,5120,70,480,75,Jet Pokémon,75,1000000,0.9,75,Octillery,50,224,105,75,45,water,,28.5,2,0
"['Vital Spirit', 'Hustle', 'Insomnia']",3,,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,330,55,5120,70,330,45,Delivery Pokémon,45,800000,0.9,45,Delibird,50,225,65,45,75,ice,flying,16,2,0
"['Swift Swim', 'Water Absorb', 'Water Veil']",3,,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,485,40,6400,70,485,25,Kite Pokémon,70,1250000,2.1,85,Mantine,50,226,80,140,70,water,flying,220,2,0
"['Keen Eye', 'Sturdy', 'Weak Armor']",3,,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,465,80,6400,70,465,25,Armor Bird Pokémon,140,1250000,1.7,65,Skarmory,50,227,40,70,70,steel,flying,50.5,2,0
"['Early Bird', 'Flash Fire', 'Unnerve']",3,,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,330,60,5120,35,330,120,Dark Pokémon,30,1250000,0.6,45,Houndour,50,228,80,50,65,dark,fire,10.8,2,0
"['Early Bird', 'Flash Fire', 'Unnerve']",3,,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,600,90,5120,35,600,45,Dark Pokémon,90,1250000,1.4,75,Houndoom,50,229,140,90,115,dark,fire,35,2,0
"['Swift Swim', 'Sniper', 'Damp']",3,,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,540,95,5120,70,540,45,Dragon Pokémon,95,1000000,1.8,75,Kingdra,50,230,95,95,85,water,dragon,152,2,0
"['Pickup', 'Sand Veil']",2,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,330,60,5120,70,330,120,Long Nose Pokémon,60,1000000,0.5,90,Phanpy,50,231,40,40,40,ground,,33.5,2,0
"['Sturdy', 'Sand Veil']",2,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,500,120,5120,70,500,60,Armor Pokémon,120,1000000,1.1,90,Donphan,50,232,60,60,50,ground,,120,2,0
"['Trace', 'Download', 'Analytic']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,515,80,5120,70,515,45,Virtual Pokémon,90,1000000,0.6,85,Porygon2,,233,105,95,60,normal,,32.5,2,0
"['Intimidate', 'Frisk', 'Sap Sipper']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,465,95,5120,70,465,45,Big Horn Pokémon,62,1250000,1.4,73,Stantler,50,234,85,65,85,normal,,71.2,2,0
"['Own Tempo', 'Technician', 'Moody']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,250,20,5120,70,250,45,Painter Pokémon,35,800000,1.2,55,Smeargle,50,235,20,45,75,normal,,58,2,0
"['Guts', 'Steadfast', 'Vital Spirit']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,210,35,6400,70,210,75,Scuffle Pokémon,35,1000000,0.7,35,Tyrogue,100,236,35,35,35,fighting,,21,2,0
"['Intimidate', 'Technician', 'Steadfast']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,455,95,6400,70,455,45,Handstand Pokémon,95,1000000,1.4,50,Hitmontop,100,237,35,110,70,fighting,,48,2,0
"['Oblivious', 'Forewarn', 'Hydration']",3,,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,305,30,6400,70,305,45,Kiss Pokémon,15,1000000,0.4,45,Smoochum,0,238,85,65,65,ice,psychic,6,2,0
"['Static', 'Vital Spirit']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,360,63,6400,70,360,45,Electric Pokémon,37,1000000,0.6,45,Elekid,75.4,239,65,55,95,electric,,23.5,2,0
"['Flame Body', 'Vital Spirit']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,365,75,6400,70,365,45,Live Coal Pokémon,37,1000000,0.7,45,Magby,75.4,240,70,55,83,fire,,21.4,2,0
"['Thick Fat', 'Scrappy', 'Sap Sipper']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,490,80,5120,70,490,45,Milk Cow Pokémon,105,1250000,1.2,95,Miltank,0,241,40,70,100,normal,,75.5,2,0
"['Natural Cure', 'Serene Grace', 'Healer']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,540,10,10240,140,540,30,Happiness Pokémon,10,800000,1.5,255,Blissey,0,242,75,135,55,normal,,46.8,2,0
"['Pressure', 'Inner Focus']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,580,85,20480,35,580,3,Thunder Pokémon,75,1250000,1.9,90,Raikou,,243,115,100,115,electric,,178,2,1
"['Pressure', 'Inner Focus']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,580,115,20480,35,580,3,Volcano Pokémon,85,1250000,2.1,115,Entei,,244,90,75,100,fire,,198,2,1
"['Pressure', 'Inner Focus']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,580,75,20480,35,580,3,Aurora Pokémon,115,1250000,2,100,Suicune,,245,90,115,85,water,,187,2,1
"['Guts', 'Sand Veil']",2,,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,300,64,10240,35,300,45,Rock Skin Pokémon,50,1250000,0.6,50,Larvitar,50,246,45,50,41,rock,ground,72,2,0
['Shed Skin'],1,,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,410,84,10240,35,410,45,Hard Shell Pokémon,70,1250000,1.2,70,Pupitar,50,247,65,70,51,rock,ground,152,2,0
"['Sand Stream', 'Unnerve']",2,,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,700,164,10240,35,700,45,Armor Pokémon,150,1250000,2,100,Tyranitar,50,248,95,120,71,rock,dark,202,2,0
"['Pressure', 'Multiscale']",2,,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,680,90,30720,0,680,3,Diving Pokémon,130,1250000,5.2,106,Lugia,,249,90,154,110,psychic,flying,216,2,1
"['Pressure', 'Regenerator']",2,,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,680,130,30720,0,680,3,Rainbow Pokémon,90,1250000,3.8,106,Ho-Oh,,250,110,154,90,fire,flying,199,2,1
['Natural Cure'],1,,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,600,100,30720,100,600,45,Time Travel Pokémon,100,1059860,0.6,100,Celebi,,251,100,100,100,psychic,grass,5,2,1
"['Overgrow', 'Unburden']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,310,45,5120,70,310,45,Wood Gecko Pokémon,35,1059860,0.5,40,Treecko,88.1,252,65,55,70,grass,,5,3,0
"['Overgrow', 'Unburden']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,405,65,5120,70,405,45,Wood Gecko Pokémon,45,1059860,0.9,50,Grovyle,88.1,253,85,65,95,grass,,21.6,3,0
"['Overgrow', 'Unburden']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,630,110,5120,70,630,45,Forest Pokémon,75,1059860,1.7,70,Sceptile,88.1,254,145,85,145,grass,,52.2,3,0
"['Blaze', 'Speed Boost']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,310,60,5120,70,310,45,Chick Pokémon,40,1059860,0.4,45,Torchic,88.1,255,70,50,45,fire,,2.5,3,0
"['Blaze', 'Speed Boost']",2,,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,405,85,5120,70,405,45,Young Fowl Pokémon,60,1059860,0.9,60,Combusken,88.1,256,85,60,55,fire,fighting,19.5,3,0
"['Blaze', 'Speed Boost']",2,,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,630,160,5120,70,630,45,Blaze Pokémon,80,1059860,1.9,80,Blaziken,88.1,257,130,80,100,fire,fighting,52,3,0
"['Torrent', 'Damp']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,310,70,5120,70,310,45,Mud Fish Pokémon,50,1059860,0.4,50,Mudkip,88.1,258,50,50,40,water,,7.6,3,0
"['Torrent', 'Damp']",2,,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,405,85,5120,70,405,45,Mud Fish Pokémon,70,1059860,0.7,70,Marshtomp,88.1,259,60,70,50,water,ground,28,3,0
"['Torrent', 'Damp']",2,,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,635,150,5120,70,635,45,Mud Fish Pokémon,110,1059860,1.5,100,Swampert,88.1,260,95,110,70,water,ground,81.9,3,0
"['Run Away', 'Quick Feet', 'Rattled']",3,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,220,55,3840,70,220,255,Bite Pokémon,35,1000000,0.5,35,Poochyena,50,261,30,30,35,dark,,13.6,3,0
"['Intimidate', 'Quick Feet', 'Moxie']",3,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,420,90,3840,70,420,127,Bite Pokémon,70,1000000,1,70,Mightyena,50,262,60,60,70,dark,,37,3,0
"['Pickup', 'Gluttony', 'Quick Feet']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,240,30,3840,70,240,255,Tiny Racoon Pokémon,41,1000000,0.4,38,Zigzagoon,50,263,30,41,60,normal,,17.5,3,0
"['Pickup', 'Gluttony', 'Quick Feet']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,420,70,3840,70,420,90,Rush Pokémon,61,1000000,0.5,78,Linoone,50,264,50,61,100,normal,,32.5,3,0
"['Shield Dust', 'Run Away']",2,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,195,45,3840,70,195,255,Worm Pokémon,35,1000000,0.3,45,Wurmple,50,265,20,30,20,bug,,3.6,3,0
['Shed Skin'],1,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,205,35,3840,70,205,120,Cocoon Pokémon,55,1000000,0.6,50,Silcoon,50,266,25,25,15,bug,,10,3,0
"['Swarm', 'Rivalry']",2,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,395,70,3840,70,395,45,Butterfly Pokémon,50,1000000,1,60,Beautifly,50,267,100,50,65,bug,flying,28.4,3,0
['Shed Skin'],1,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,205,35,3840,70,205,120,Cocoon Pokémon,55,1000000,0.7,50,Cascoon,50,268,25,25,15,bug,,11.5,3,0
"['Shield Dust', 'Compoundeyes']",2,,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,385,50,3840,70,385,45,Poison Moth Pokémon,70,1000000,1.2,60,Dustox,50,269,50,90,65,bug,poison,31.6,3,0
"['Swift Swim', 'Rain Dish', 'Own Tempo']",3,,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,220,30,3840,70,220,255,Water Weed Pokémon,30,1059860,0.5,40,Lotad,50,270,40,50,30,water,grass,2.6,3,0
"['Swift Swim', 'Rain Dish', 'Own Tempo']",3,,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,340,50,3840,70,340,120,Jolly Pokémon,50,1059860,1.2,60,Lombre,50,271,60,70,50,water,grass,32.5,3,0
"['Swift Swim', 'Rain Dish', 'Own Tempo']",3,,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,480,70,3840,70,480,45,Carefree Pokémon,70,1059860,1.5,80,Ludicolo,50,272,90,100,70,water,grass,55,3,0
"['Chlorophyll', 'Early Bird', 'Pickpocket']",3,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,220,40,3840,70,220,255,Acorn Pokémon,50,1059860,0.5,40,Seedot,50,273,30,30,30,grass,,4,3,0
"['Chlorophyll', 'Early Bird', 'Pickpocket']",3,,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,340,70,3840,70,340,120,Wily Pokémon,40,1059860,1,70,Nuzleaf,50,274,60,40,60,grass,dark,28,3,0
"['Chlorophyll', 'Early Bird', 'Pickpocket']",3,,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,480,100,3840,70,480,45,Wickid Pokémon,60,1059860,1.3,90,Shiftry,50,275,90,60,80,grass,dark,59.6,3,0
"['Guts', 'Scrappy']",2,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,270,55,3840,70,270,200,TinySwallow Pokémon,30,1059860,0.3,40,Taillow,50,276,30,30,85,normal,flying,2.3,3,0
"['Guts', 'Scrappy']",2,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,455,85,3840,70,455,45,Swallow Pokémon,60,1059860,0.7,60,Swellow,50,277,75,50,125,normal,flying,19.8,3,0
"['Keen Eye', 'Hydration', 'Rain Dish']",3,,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,270,30,5120,70,270,190,Seagull Pokémon,30,1000000,0.6,40,Wingull,50,278,55,30,85,water,flying,9.5,3,0
"['Keen Eye', 'Drizzle', 'Rain Dish']",3,,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,440,50,5120,70,440,45,Water Bird Pokémon,100,1000000,1.2,60,Pelipper,50,279,95,70,65,water,flying,28,3,0
"['Synchronize', 'Trace', 'Telepathy']",3,,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,198,25,5120,35,198,235,Feeling Pokémon,25,1250000,0.4,28,Ralts,50,280,45,35,40,psychic,fairy,6.6,3,0
"['Synchronize', 'Trace', 'Telepathy']",3,,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,278,35,5120,35,278,120,Emotion Pokémon,35,1250000,0.8,38,Kirlia,50,281,65,55,50,psychic,fairy,20.2,3,0
"['Synchronize', 'Trace', 'Telepathy']",3,,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,618,85,5120,35,618,45,Embrace Pokémon,65,1250000,1.6,68,Gardevoir,50,282,165,135,100,psychic,fairy,48.4,3,0
"['Swift Swim', 'Rain Dish']",2,,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,269,30,3840,70,269,200,Pond Skater Pokémon,32,1000000,0.5,40,Surskit,50,283,50,52,65,bug,water,1.7,3,0
"['Intimidate', 'Unnerve']",2,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,454,60,3840,70,454,75,Eyeball Pokémon,62,1000000,0.8,70,Masquerain,50,284,100,82,80,bug,flying,3.6,3,0
"['Effect Spore', 'Poison Heal', 'Quick Feet']",3,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,295,40,3840,70,295,255,Mushroom Pokémon,60,1640000,0.4,60,Shroomish,50,285,40,60,35,grass,,4.5,3,0
"['Effect Spore', 'Poison Heal', 'Technician']",3,,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,460,130,3840,70,460,90,Mushroom Pokémon,80,1640000,1.2,60,Breloom,50,286,60,60,70,grass,fighting,39.2,3,0
['Truant'],1,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,280,60,3840,70,280,255,Slacker Pokémon,60,1250000,0.8,60,Slakoth,50,287,35,35,30,normal,,24,3,0
['Vital Spirit'],1,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,440,80,3840,70,440,120,Wild Monkey Pokémon,80,1250000,1.4,80,Vigoroth,50,288,55,55,90,normal,,46.5,3,0
['Truant'],1,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,670,160,3840,70,670,45,Lazy Pokémon,100,1250000,2,150,Slaking,50,289,95,65,100,normal,,130.5,3,0
"['Compoundeyes', 'Run Away']",2,,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,266,45,3840,70,266,255,Trainee Pokémon,90,600000,0.5,31,Nincada,50,290,30,30,40,bug,ground,5.5,3,0
"['Speed Boost', 'Infiltrator']",2,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,456,90,3840,70,456,120,Ninja Pokémon,45,600000,0.8,61,Ninjask,50,291,50,50,160,bug,flying,12,3,0
['Wonder Guard'],1,,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,236,90,3840,70,236,45,Shed Pokémon,45,600000,0.8,1,Shedinja,,292,30,30,40,bug,ghost,1.2,3,0
"['Soundproof', 'Rattled']",2,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,240,51,5120,70,240,190,Whisper Pokémon,23,1059860,0.6,64,Whismur,50,293,51,23,28,normal,,16.3,3,0
"['Soundproof', 'Scrappy']",2,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,360,71,5120,70,360,120,Big Voice Pokémon,43,1059860,1,84,Loudred,50,294,71,43,48,normal,,40.5,3,0
"['Soundproof', 'Scrappy']",2,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,490,91,5120,70,490,45,Loud Noise Pokémon,63,1059860,1.5,104,Exploud,50,295,91,73,68,normal,,84,3,0
"['Thick Fat', 'Guts', 'Sheer Force']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,237,60,5120,70,237,180,Guts Pokémon,30,1640000,1,72,Makuhita,75.4,296,20,30,25,fighting,,86.4,3,0
"['Thick Fat', 'Guts', 'Sheer Force']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,474,120,5120,70,474,200,Arm Thrust Pokémon,60,1640000,2.3,144,Hariyama,75.4,297,40,60,50,fighting,,253.8,3,0
"['Thick Fat', 'Huge Power', 'Sap Sipper']",3,,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,190,20,2560,70,190,150,Polka Dot Pokémon,40,800000,0.2,50,Azurill,24.6,298,20,40,20,normal,fairy,2,3,0
"['Sturdy', 'Magnet Pull', 'Sand Force']",3,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,375,45,5120,70,375,255,Compass Pokémon,135,1000000,1,30,Nosepass,50,299,45,90,30,rock,,97,3,0
"['Cute Charm', 'Normalize', 'Wonder Skin ']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,260,45,3840,70,260,255,Kitten Pokémon,45,800000,0.6,50,Skitty,24.6,300,35,35,50,normal,,11,3,0
"['Cute Charm', 'Normalize', 'Wonder Skin ']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,400,65,3840,70,400,60,Prim Pokémon,65,800000,1.1,70,Delcatty,24.6,301,55,55,90,normal,,32.6,3,0
"['Keen Eye', 'Stall', 'Prankster']",3,,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,480,85,6400,35,480,45,Darkness Pokémon,125,1059860,0.5,50,Sableye,50,302,85,115,20,dark,ghost,11,3,0
"['Hyper Cutter', 'Intimidate', 'Sheer Force']",3,,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,480,105,5120,70,480,45,Deceiver Pokémon,125,800000,0.6,50,Mawile,50,303,55,95,50,steel,fairy,11.5,3,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",3,,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,330,70,8960,35,330,180,Iron Armor Pokémon,100,1250000,0.4,50,Aron,50,304,40,40,30,steel,rock,60,3,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",3,,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,430,90,8960,35,430,90,Iron Armor Pokémon,140,1250000,0.9,60,Lairon,50,305,50,50,40,steel,rock,120,3,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",3,,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,630,140,8960,35,630,45,Iron Armor Pokémon,230,1250000,2.1,70,Aggron,50,306,60,80,50,steel,rock,360,3,0
"['Pure Power', 'Telepathy']",2,,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,280,40,5120,70,280,180,Meditate Pokémon,55,1000000,0.6,30,Meditite,50,307,40,55,60,fighting,psychic,11.2,3,0
"['Pure Power', 'Telepathy']",2,,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,510,100,5120,70,510,90,Meditate Pokémon,85,1000000,1.3,60,Medicham,50,308,80,85,100,fighting,psychic,31.5,3,0
"['Static', 'Lightningrod', 'Minus']",3,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,295,45,5120,70,295,120,Lightning Pokémon,40,1250000,0.6,40,Electrike,50,309,65,40,65,electric,,15.2,3,0
